TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i
9683,,Hungary,Turkmenistan,Original,2016,2017,In Force,HUN,High income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,PPT
9684,,Somalia,Turkey,Original,2016,,Not In Force,SOM,Low income,Sub-Saharan Africa,TUR,Upper middle income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,YES,NA
9685,,Turkmenistan,United Kingdom,Original,2016,2017,In Force,TKM,Upper middle income,Europe & Central Asia,GBR,High income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,NA
9687,,Armenia,Germany,Original,2016,2018,In Force,ARM,Upper middle income,Europe & Central Asia,DEU,High income,Europe & Central Asia,0.19,0.24,0.20,0.13,0.15,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,7,25,10,5,5,6,6,6,0,YES,NO,NO,NO,NO,YES,YES,NA
9689,,China,Romania,Original,2016,2018,In Force,CHN,Upper middle income,East Asia & Pacific,ROU,Upper middle income,Europe & Central Asia,0.22,0.09,0.31,0.25,0.24,12,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,3,,3,3,0,3,3,3,0,YES,NO,YES,NO,NO,NO,NO,NA
9691,,India,Kenya,Original,2016,2017,In Force,IND,Lower middle income,South Asia,KEN,Lower middle income,Sub-Saharan Africa,0.74,0.50,0.97,0.75,0.88,6,YES,3,NO,NO,YES,YES,YES,NO,YES,YES,10,,10,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,YES,PPT
9693,,Malta,Vietnam,Original,2016,2017,In Force,MLT,High income,Middle East & North Africa,VNM,Lower middle income,East Asia & Pacific,0.67,0.53,0.84,0.63,0.76,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,5,50,15,10,10,15,15,15,7.5,YES,YES,YES,NO,NO,NO,NO,NA
9694,,Malaysia,Ukraine,Original,2016,,Not In Force,MYS,Upper middle income,East Asia & Pacific,UKR,Lower middle income,Europe & Central Asia,0.46,0.45,0.44,0.50,0.47,12,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,5,20,15,10,10,8,8,8,8,YES,NO,YES,NO,YES,NO,NO,NA
9695,,Ethiopia,Singapore,Original,2016,2018,In Force,ETH,Low income,Sub-Saharan Africa,SGP,High income,East Asia & Pacific,0.34,0.19,0.47,0.38,0.41,6,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,,5,5,5,5,5,5,0,YES,NO,YES,NO,YES,NO,NO,NA
9696,,Germany,Turkmenistan,Original,2016,2018,In Force,DEU,High income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0.44,0.38,0.56,0.38,0.41,12,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA
9697,,Panama,Vietnam,Original,2016,2018,In Force,PAN,High income,Latin America & Caribbean,VNM,Lower middle income,East Asia & Pacific,0.69,0.36,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,50,12.5,10,10,10,10,10,0,YES,YES,NO,YES,YES,NO,NO,NA
9700,,Ethiopia,Slovak Republic,Original,2016,2019,In Force,ETH,Low income,Sub-Saharan Africa,SVK,High income,Europe & Central Asia,0.40,0.22,0.59,0.38,0.47,6,YES,6,YES,YES,NO,YES,YES,YES,NO,NO,5,10,10,5,5,5,5,5,0,NO,NO,YES,NO,YES,NO,NO,OTHER
9702,,Finland,Sri Lanka,Original,2016,2019,In Force,FIN,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.65,0.36,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,YES,YES,7.5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT
9704,,Cambodia,China,Original,2016,2019,In Force,KHM,Lower middle income,East Asia & Pacific,CHN,Upper middle income,East Asia & Pacific,0.48,0.50,0.33,0.63,0.50,9,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,10,,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,NA
9705,,Georgia,Kyrgyz Republic,Original,2016,,Not In Force,GEO,Upper middle income,Europe & Central Asia,KGZ,Lower middle income,Europe & Central Asia,0.25,0.28,0.09,0.38,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,NA
9706,,Equatorial Guinea,United Arab Emirates,Original,2016,,Not In Force,GNQ,Upper middle income,Sub-Saharan Africa,ARE,High income,Middle East & North Africa,0.36,0.00,0.72,0.38,0.53,6,YES,9,YES,YES,YES,YES,YES,NO,YES,NO,0,,0,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,NO,NA
9707,,Jordan,Saudi Arabia,Original,2016,2018,Superseded,JOR,Upper middle income,Middle East & North Africa,SAU,High income,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9708,,Morocco,Rwanda,Original,2016,,Not In Force,MAR,Lower middle income,Middle East & North Africa,RWA,Low income,Sub-Saharan Africa,0.73,0.48,0.97,0.75,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,8,,8,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,YES,NA
9710,,Colombia,United Kingdom,Original,2016,2020,In Force,COL,Upper middle income,Latin America & Caribbean,GBR,High income,Europe & Central Asia,0.28,0.31,0.09,0.43,0.25,6,NO,NO,YES,YES,NO,NO,NO,NO,,NO,5,20,15,10,0,10,10,10,0,YES,YES,NO,NO,YES,NO,YES,PPT
9712,,Argentina,United Arab Emirates,Original,2016,2020,In Force,ARG,Upper middle income,Latin America & Caribbean,ARE,High income,Middle East & North Africa,0.72,0.56,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,NO,NO,10,25,15,12,12,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,LOB
9713,,Lesotho,United Kingdom,Original,2016,2018,In Force,LSO,Lower middle income,Sub-Saharan Africa,GBR,High income,Europe & Central Asia,0.34,0.31,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,5,10,10,10,10,7.5,7.5,7.5,0,YES,NO,NO,NO,NO,YES,YES,NA
9715,,Ecuador,United Arab Emirates,Original,2016,,Not In Force,ECU,Upper middle income,Latin America & Caribbean,ARE,High income,Middle East & North Africa,0.38,0.42,0.34,0.38,0.35,6,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,10,,10,10,10,15,15,10,0,NO,NO,YES,NO,YES,NO,NO,LOB
9716,,Ecuador,Russian Federation,Original,2016,2019,In Force,ECU,Upper middle income,Latin America & Caribbean,RUS,Upper middle income,Europe & Central Asia,0.55,0.39,0.82,0.43,0.58,10,YES,1,NO,NO,NO,YES,YES,NO,NO,NO,5,25,10,10,10,15,15,10,0,,YES,YES,NO,YES,NO,YES,LOB
9717,,Cyprus,India,Original,2016,2017,Superseded,CYP,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.66,0.50,0.97,0.50,0.76,6,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,NA
9718,,Ethiopia,Morocco,Original,2016,,Not In Force,ETH,Low income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.48,0.34,0.47,0.63,0.53,6,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,NA
9719,,Madagascar,Morocco,Original,2016,,Not In Force,MDG,Low income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.61,0.38,0.97,0.50,0.71,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA
9720,,Hungary,Iraq,Original,2016,,Not In Force,HUN,High income,Europe & Central Asia,IRQ,Upper middle income,Middle East & North Africa,0.17,0.16,0.20,0.14,0.16,9,NO,6,YES,YES,NO,NO,NO,NO,,NO,5,,5,5,0,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,PPT
9721,,Canada,Madagascar,Original,2016,,Not In Force,CAN,High income,North America,MDG,Low income,Sub-Saharan Africa,0.32,0.35,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,5,25,15,10,10,10,5,10,0,YES,NO,YES,NO,YES,NO,NO,OTHER
9724,,Bosnia and Herzegovina,Romania,Original,2016,2019,In Force,BIH,Upper middle income,Europe & Central Asia,ROU,Upper middle income,Europe & Central Asia,0.19,0.24,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,7,7,5,5,5,0,YES,NO,NO,NO,NO,NO,YES,NA
9725,,Azerbaijan,Israel,Original,2016,2018,In Force,AZE,Upper middle income,Europe & Central Asia,ISR,High income,Middle East & North Africa,0.33,0.42,0.31,0.25,0.24,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,10,10,10,5,0,YES,NO,YES,NO,NO,NO,NO,PPT
9729,,Paraguay,United Arab Emirates,Original,2017,,Not In Force,PRY,Upper middle income,Latin America & Caribbean,ARE,High income,Middle East & North Africa,0.40,0.51,0.70,0.00,0.32,9,YES,9,YES,YES,YES,YES,YES,NO,NO,NO,15,,15,15,6,15,15,15,0,NO,NO,NO,NO,NO,NO,NO,NA
9732,,Morocco,South Sudan,Original,2017,,Not In Force,MAR,Lower middle income,Middle East & North Africa,SSD,Low income,Sub-Saharan Africa,0.52,0.34,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA
9733,,Burundi,United Arab Emirates,Original,2017,,Not In Force,BDI,Low income,Sub-Saharan Africa,ARE,High income,Middle East & North Africa,0.09,0.06,0.09,0.13,0.12,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,,0,0,0,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA
9734,,Ethiopia,Mozambique,Original,2017,,Not In Force,ETH,Low income,Sub-Saharan Africa,MOZ,Low income,Sub-Saharan Africa,0.59,0.56,0.72,0.50,0.65,6,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,15,NO,YES,YES,NO,YES,NO,YES,PPT
9735,,Azerbaijan,Denmark,Original,2017,2018,In Force,AZE,Upper middle income,Europe & Central Asia,DNK,High income,Europe & Central Asia,0.30,0.35,0.31,0.25,0.24,12,NO,6,YES,YES,NO,YES,NO,NO,NO,NO,5,20,15,8,8,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
9736,,Ghana,Morocco,Original,2017,,Not In Force,GHA,Lower middle income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.69,0.47,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,10,10,10,10,10,10,10,10,YES,NO,YES,YES,NO,NO,YES,NA
9737,,"Hong Kong SAR, China",Pakistan,Original,2017,2018,In Force,HKG,High income,East Asia & Pacific,PAK,Lower middle income,South Asia,0.71,0.53,0.84,0.75,0.82,6,YES,6,NO,NO,YES,NO,YES,YES,YES,YES,10,,10,10,10,10,10,10,12.5,YES,NO,YES,NO,YES,YES,NO,PPT
9739,,Croatia,Kosovo,Original,2017,2018,In Force,HRV,High income,Europe & Central Asia,UNK,Upper middle income,Europe & Central Asia,0.14,0.22,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA
9740,,Ghana,Mauritius,Original,2017,2020,In Force,GHA,Lower middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.58,0.40,0.84,0.50,0.71,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,7,,7,7,7,8,8,8,10,NO,NO,YES,YES,NO,NO,YES,NA
9741,,Pakistan,Switzerland,Original,2017,2018,In Force,PAK,Lower middle income,South Asia,CHE,High income,Europe & Central Asia,0.65,0.56,0.95,0.43,0.72,9,YES,6,NO,NO,YES,YES,YES,NO,NO,YES,10,20,20,10,10,10,10,10,10,YES,NO,YES,NO,,YES,NO,PPT
9742,,Ghana,Singapore,Original,2017,2020,In Force,GHA,Lower middle income,Sub-Saharan Africa,SGP,High income,East Asia & Pacific,0.37,0.39,0.47,0.25,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,7,,7,7,7,7,7,7,10,NO,NO,YES,NO,YES,NO,NO,NA
9743,,Malawi,Zambia,Original,2017,,Not In Force,MWI,Low income,Sub-Saharan Africa,ZMB,Lower middle income,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,,Estonia,Kyrgyz Republic,Original,2017,2019,In Force,EST,High income,Europe & Central Asia,KGZ,Lower middle income,Europe & Central Asia,0.24,0.28,0.31,0.13,0.18,12,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,5,20,10,10,10,5,5,5,0,YES,NO,NO,NO,NO,YES,NO,NA
9745,,Czech Republic,Ghana,Original,2017,,Not In Force,CZE,High income,Europe & Central Asia,GHA,Lower middle income,Sub-Saharan Africa,0.43,0.34,0.70,0.25,0.50,9,YES,6,NO,NO,YES,NO,NO,NO,YES,NO,6,,6,10,0,8,8,8,8,NO,YES,NO,NO,NO,NO,NO,OTHER
9747,,Cabo Verde,Mauritius,Original,2017,2019,In Force,CPV,Lower middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.24,0.25,0.34,0.13,0.24,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,0,10,10,7.5,7.5,7.5,0,NO,NO,NO,NO,YES,NO,YES,NA
9748,,Bangladesh,Bhutan,Original,2017,,Not In Force,BGD,Lower middle income,South Asia,BTN,Lower middle income,South Asia,0.75,0.53,0.97,0.75,0.88,6,YES,4,NO,NO,YES,YES,YES,YES,YES,YES,10,10,15,10,10,10,10,10,10,YES,NO,YES,YES,NO,NO,YES,NA
9752,,Kosovo,Switzerland,Original,2017,2019,In Force,UNK,Upper middle income,Europe & Central Asia,CHE,High income,Europe & Central Asia,0.11,0.16,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,5,0,0,0,0,0,YES,NO,NO,NO,NO,YES,NO,PPT
9753,,Cabo Verde,Spain,Original,2017,,Not In Force,CPV,Lower middle income,Sub-Saharan Africa,ESP,High income,Europe & Central Asia,0.20,0.16,0.19,0.25,0.18,12,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,0,25,10,5,0,5,5,5,0,YES,YES,NO,NO,NO,NO,NO,OTHER
9755,,Kyrgyz Republic,United Kingdom,Original,2017,,Not In Force,KGZ,Lower middle income,Europe & Central Asia,GBR,High income,Europe & Central Asia,0.23,0.25,0.19,0.25,0.18,12,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,5,5,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA
9758,,Moldova,United Arab Emirates,Original,2017,2017,In Force,MDA,Lower middle income,Europe & Central Asia,ARE,High income,Middle East & North Africa,0.39,0.21,0.72,0.25,0.47,6,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,5,,5,6,6,6,6,6,0,YES,NO,NO,NO,NO,NO,NO,NA
9759,,Cameroon,United Arab Emirates,Original,2017,,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,ARE,High income,Middle East & North Africa,0.68,0.46,0.95,0.63,0.79,9,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,,10,7,7,10,10,10,10,NO,NO,YES,YES,YES,NO,NO,NA
9762,,Armenia,Israel,Original,2017,2019,In Force,ARM,Upper middle income,Europe & Central Asia,ISR,High income,Middle East & North Africa,0.22,0.33,0.20,0.13,0.15,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,5,10,5,0,YES,NO,NO,NO,NO,NO,NO,PPT
9763,,Brunei Darussalam,Cambodia,Original,2017,2019,In Force,BRN,High income,East Asia & Pacific,KHM,Lower middle income,East Asia & Pacific,0.76,0.55,0.97,0.75,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,,10,10,10,10,10,10,14,YES,NO,YES,NO,YES,NO,NO,NA
9764,,Nigeria,Singapore,Original,2017,2019,In Force,NGA,Lower middle income,Sub-Saharan Africa,SGP,High income,East Asia & Pacific,0.58,0.28,0.84,0.63,0.71,6,YES,6,NO,NO,NO,YES,YES,NO,YES,YES,7.5,,7.5,7.5,7.5,7.5,7.5,7.5,0,YES,NO,YES,NO,YES,NO,NO,NA
9766,,Switzerland,Zambia,Original,2017,2020,In Force,CHE,High income,Europe & Central Asia,ZMB,Lower middle income,Sub-Saharan Africa,0.34,0.31,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,10,15,10,10,5,5,5,0,YES,NO,YES,NO,NO,YES,NO,PPT
9768,,Cambodia,Thailand,Original,2017,2018,In Force,KHM,Lower middle income,East Asia & Pacific,THA,Upper middle income,East Asia & Pacific,0.58,0.53,0.72,0.50,0.65,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,,10,15,10,10,10,10,10,NO,YES,YES,NO,YES,NO,NO,NA
9770,,Paraguay,Uruguay,Original,2017,2020,In Force,PRY,Upper middle income,Latin America & Caribbean,URY,High income,Latin America & Caribbean,0.74,0.75,0.84,0.63,0.76,6,YES,6,NO,NO,NO,YES,YES,YES,NO,NO,15,,15,15,15,15,15,15,15,YES,YES,YES,NO,YES,NO,NO,LOB-PPT
9771,,China,Kenya,Original,2017,,Not In Force,CHN,Upper middle income,East Asia & Pacific,KEN,Lower middle income,Sub-Saharan Africa,0.50,0.44,0.56,0.50,0.53,12,YES,6,NO,NO,NO,NO,NO,NO,YES,NO,5,,5,10,10,10,10,10,10,YES,NO,YES,NO,YES,NO,NO,PPT
9773,,Botswana,Malta,Original,2017,2018,In Force,BWA,Upper middle income,Sub-Saharan Africa,MLT,High income,Middle East & North Africa,0.40,0.35,0.47,0.38,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,YES,NO,5,25,6,8.5,8.5,7.5,7.5,5,7.5,YES,NO,YES,NO,NO,YES,YES,NA
9775,,Iraq,United Arab Emirates,Original,2017,,Not In Force,IRQ,Upper middle income,Middle East & North Africa,ARE,High income,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,,Morocco,Zambia,Original,2017,,Not In Force,MAR,Lower middle income,Middle East & North Africa,ZMB,Lower middle income,Sub-Saharan Africa,0.57,0.50,0.84,0.38,0.65,6,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,10,YES,NO,YES,NO,NO,NO,YES,NA
9778,,Cambodia,Indonesia,Original,2017,,Not In Force,KHM,Lower middle income,East Asia & Pacific,IDN,Lower middle income,East Asia & Pacific,0.78,0.50,0.97,0.88,0.94,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,NA
9779,,Chile,Colombia,Original,2017,,Not In Force,CHL,High income,Latin America & Caribbean,COL,Upper middle income,Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,,Maldives,United Arab Emirates,Original,2017,2017,In Force,MDV,Upper middle income,South Asia,ARE,High income,Middle East & North Africa,0.34,0.09,0.69,0.25,0.41,12,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,0,,0,0,0,7,7,7,0,YES,NO,NO,NO,NO,NO,NO,NA
9782,,Latvia,Vietnam,Original,2017,2019,In Force,LVA,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.55,0.44,0.59,0.63,0.65,6,YES,6,YES,YES,YES,NO,YES,YES,YES,NO,5,70,10,10,10,10,10,10,7.5,YES,YES,YES,NO,NO,NO,NO,NA
9783,,Rwanda,United Arab Emirates,Original,2017,,Not In Force,RWA,Low income,Sub-Saharan Africa,ARE,High income,Middle East & North Africa,0.73,0.47,0.97,0.75,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,NO,NO,7.5,,7.5,10,10,10,10,10,10,YES,YES,YES,YES,YES,NO,NO,NA
9784,,Colombia,United Arab Emirates,Original,2017,,Not In Force,COL,Upper middle income,Latin America & Caribbean,ARE,High income,Middle East & North Africa,0.47,0.50,0.48,0.43,0.50,3,NO,3,YES,YES,NO,YES,YES,NO,,NO,5,25,15,10,10,10,10,10,10,YES,YES,NO,NO,YES,NO,NO,PPT
9786,,Georgia,Moldova,Original,2017,2019,In Force,GEO,Upper middle income,Europe & Central Asia,MDA,Lower middle income,Europe & Central Asia,0.18,0.19,0.22,0.13,0.18,6,NO,3,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,YES,NA
9787,,Belgium,Botswana,Original,2017,,Not In Force,BEL,High income,Europe & Central Asia,BWA,Upper middle income,Sub-Saharan Africa,0.48,0.60,0.47,0.38,0.47,6,YES,6,YES,YES,YES,NO,NO,NO,YES,NO,5,25,12,10,10,10,10,8,75,YES,NO,NO,NO,YES,YES,YES,OTHER
9788,,Kosovo,Luxembourg,Original,2017,,Not In Force,UNK,Upper middle income,Europe & Central Asia,LUX,High income,Europe & Central Asia,0.14,0.09,0.31,0.00,0.12,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,0,10,10,5,0,0,0,0,0,NO,NO,NO,NO,NO,YES,NO,PPT
9789,,Jordan,Tajikistan,Original,2017,,Not In Force,JOR,Upper middle income,Middle East & North Africa,TJK,Low income,Europe & Central Asia,0.74,0.38,0.97,0.88,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,25,10,10,10,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,NA
9791,,Chad,Turkey,Original,2017,,Not In Force,TCD,Low income,Sub-Saharan Africa,TUR,Upper middle income,Europe & Central Asia,0.28,0.41,0.19,0.25,0.18,12,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,10,10,15,10,10,10,10,10,0,NO,NO,YES,YES,NO,NO,YES,NA
9796,,Colombia,Italy,Original,2018,,Not In Force,COL,Upper middle income,Latin America & Caribbean,ITA,High income,Europe & Central Asia,0.45,0.31,0.47,0.57,0.50,6,YES,6,YES,YES,NO,NO,YES,NO,,NO,5,20,15,10,0,10,10,10,0,YES,YES,YES,NO,YES,NO,YES,PPT
9797,,Ghana,Ireland,Original,2018,,Not In Force,GHA,Lower middle income,Sub-Saharan Africa,IRL,High income,Europe & Central Asia,0.37,0.40,0.34,0.38,0.41,6,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,7,,7,7,7,8,8,8,10,YES,NO,YES,NO,NO,NO,YES,NA
9798,,Germany,Tunisia,Original,2018,2020,In Force,DEU,High income,Europe & Central Asia,TUN,Lower middle income,Middle East & North Africa,0.31,0.45,0.22,0.25,0.29,6,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,5,10,15,10,2.5,10,10,10,10,YES,NO,YES,NO,NO,NO,YES,NA
9799,,Paraguay,Qatar,Original,2018,,Not In Force,PRY,Upper middle income,Latin America & Caribbean,QAT,High income,Middle East & North Africa,0.49,0.51,0.84,0.13,0.47,6,YES,6,NO,NO,NO,YES,YES,NO,NO,NO,15,,15,15,6,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA
9800,,India,"Iran, Islamic Rep.",Original,2018,,Not In Force,IND,Lower middle income,South Asia,IRN,Upper middle income,Middle East & North Africa,0.69,0.50,0.95,0.63,0.79,9,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,PPT
9802,,Singapore,Tunisia,Original,2018,2020,In Force,SGP,High income,East Asia & Pacific,TUN,Lower middle income,Middle East & North Africa,0.35,0.34,0.34,0.38,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,10,5,10,10,10,5,YES,NO,YES,NO,YES,NO,NO,NA
9803,,Bangladesh,Morocco,Original,2018,,Not In Force,BGD,Lower middle income,South Asia,MAR,Lower middle income,Middle East & North Africa,0.78,0.50,0.97,0.88,0.94,6,YES,2,NO,NO,YES,YES,YES,YES,YES,YES,10,,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,YES,NA
9804,,Azerbaijan,Morocco,Original,2018,,Not In Force,AZE,Upper middle income,Europe & Central Asia,MAR,Lower middle income,Middle East & North Africa,0.70,0.50,0.97,0.63,0.82,6,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,10,YES,YES,YES,YES,NO,NO,YES,NA
9805,,Mali,United Arab Emirates,Original,2018,,Not In Force,MLI,Low income,Sub-Saharan Africa,ARE,High income,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806,,Tajikistan,Uzbekistan,Original,2018,2019,In Force,TJK,Low income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,,Armenia,Denmark,Original,2018,2020,In Force,ARM,Upper middle income,Europe & Central Asia,DNK,High income,Europe & Central Asia,0.20,0.27,0.20,0.13,0.15,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,50,15,10,5,5,10,5,0,YES,NO,NO,NO,NO,NO,YES,PPT
9808,,Georgia,Saudi Arabia,Original,2018,2020,In Force,GEO,Upper middle income,Europe & Central Asia,SAU,High income,Middle East & North Africa,0.43,0.31,0.47,0.50,0.53,6,YES,6,YES,YES,YES,NO,NO,YES,YES,NO,5,,5,5,5,8,8,5,8,NO,YES,YES,NO,NO,NO,NO,PPT
9810,,Qatar,Ukraine,Original,2018,2020,In Force,QAT,High income,Middle East & North Africa,UKR,Lower middle income,Europe & Central Asia,0.39,0.31,0.59,0.25,0.41,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,5,10,10,10,5,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT
9813,,Cambodia,Vietnam,Original,2018,2020,In Force,KHM,Lower middle income,East Asia & Pacific,VNM,Lower middle income,East Asia & Pacific,0.78,0.50,0.97,0.88,0.94,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,NA
9814,,India,Zambia,Original,2018,,Not In Force,IND,Lower middle income,South Asia,ZMB,Lower middle income,Sub-Saharan Africa,0.63,0.44,0.95,0.50,0.74,9,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,5,,5,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,LOB-PPT
