"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5i","5ii","5iii","5iv","5v","5vi","5vii","5viii","7i","7ii","8i","10i","10ii","10iii","11i","11ii","12i","12ia","12ib","12iv","13i","13ii","14i","16i","21i","25i","27i","29i"
"Iran","Pakistan","Original","1999","2005","In Force","0.33","0.31","0.31","0.38","0.29","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Sri Lanka","Original","2000","2002","In Force","0.54","0.35","0.69","0.57","0.56","12","YES","NO","NO","NO","YES","NO","YES","YES","NO","YES","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","","NO","NO","NA"
"Iran","Sudan","Original","2004","2010","In Force","0.35","0.24","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","20","10","7","7","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Turkmenistan","Original","1995","2000","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","12","NO","NO","NO","YES","YES","NO","NO","NO","10","","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Kazakhstan","Original","1996","2000","In Force","0.52","0.38","0.69","0.5","0.53","12","YES","12","NO","NO","NO","NO","YES","YES","NO","NO","5","20","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Ukraine","Original","1996","2002","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Syria","Original","1996","2002","In Force","0.41","0.43","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","10","10","17","17","17","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","South Africa","Original","1997","1999","In Force","0.46","0.31","0.69","0.38","0.47","12","YES","6","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Russia","Original","1998","2003","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","7.5","7.5","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Iran","Lebanon","Original","1998","2001","In Force","0.24","0.19","0.28","0.25","0.24","18","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Tajikistan","Original","1998","2013","In Force","0.41","0.35","0.5","0.38","0.41","24","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","North Macedonia","Original","2000","2014","In Force","0.31","0.38","0.31","0.25","0.24","12","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Qatar","Original","2000","2011","In Force","0.32","0.27","0.44","0.25","0.29","12","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","5","20","7.5","10","10","5","5","5","0","NO","NO","YES","YES","NO","NO","NO","NA"
"Iran","Tunisia","Original","2001","2006","In Force","0.52","0.35","0.84","0.38","0.59","6","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Romania","Original","2001","2008","In Force","0.39","0.35","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","8","8","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Uzbekistan","Original","2002","2005","In Force","0.37","0.29","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","8","","8","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Turkey","Original","2002","2006","In Force","0.35","0.47","0.47","0.13","0.29","6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","15","25","20","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Switzerland","Original","2002","2004","In Force","0.27","0.25","0.31","0.25","0.24","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","15","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Jordan","Original","2003","2009","In Force","0.48","0.27","0.69","0.5","0.53","12","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","5","25","7.5","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Spain","Original","2003","2007","In Force","0.21","0.2","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","10","7.5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Oman","Original","2004","2010","In Force","0.4","0.38","0.69","0.13","0.35","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Montenegro","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Serbia","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Venezuela","Original","2005","2008","In Force","0.33","0.19","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","15","10","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","South Korea","Original","2006","2010","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Kuwait","Original","2008","2011","In Force","0.34","0.19","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Slovenia","Original","2011","2015","In Force","0.35","0.21","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Vietnam","Original","2014","2016","In Force","0.61","0.48","0.72","0.63","0.71","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","10","","10","10","10","10","10","10","8","YES","YES","YES","NO","YES","NO","NO","NA"
"Iran","Slovakia","Original","2016","2019","In Force","0.31","0.22","0.59","0.13","0.35","6","YES","6","NO","NO","NO","NO","NO","NO","NO","NO","5","","5","5","5","7.5","7.5","7.5","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Iran","Malaysia","Amended by protocol","2002","2002","In Force","0.43","0.44","0.72","0.13","0.47","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","0","","0","15","15","10","10","10","10","NO","NO","NO","NO","YES","NO","NO","NA"
"Iran","Kyrgyzstan","Amended by protocol","2003","2006","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iran","Poland","Amended by protocol","2004","2007","In Force","0.35","0.34","0.33","0.38","0.32","9","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","7","","7","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Jordan","Original","2003","2009","In Force","0.48","0.27","0.69","0.5","0.53","12","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","5","25","7.5","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Kazakhstan","Original","1996","2000","In Force","0.52","0.38","0.69","0.5","0.53","12","YES","12","NO","NO","NO","NO","YES","YES","NO","NO","5","20","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Kenya","Original","2012","2018","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","6","NO","NO","YES","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","YES","NO","NO","NO","NA"
"Iran","South Korea","Original","2006","2010","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Kuwait","Original","2008","2011","In Force","0.34","0.19","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Kyrgyzstan","Amended by protocol","2003","2006","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iran","Lebanon","Original","1998","2001","In Force","0.24","0.19","0.28","0.25","0.24","18","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Malaysia","Amended by protocol","2002","2002","In Force","0.43","0.44","0.72","0.13","0.47","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","0","","0","15","15","10","10","10","10","NO","NO","NO","NO","YES","NO","NO","NA"
"Iran","Montenegro","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","North Macedonia","Original","2000","2014","In Force","0.31","0.38","0.31","0.25","0.24","12","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Oman","Original","2004","2010","In Force","0.4","0.38","0.69","0.13","0.35","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Pakistan","Original","1999","2005","In Force","0.33","0.31","0.31","0.38","0.29","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Poland","Amended by protocol","2004","2007","In Force","0.35","0.34","0.33","0.38","0.32","9","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","7","","7","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Qatar","Original","2000","2011","In Force","0.32","0.27","0.44","0.25","0.29","12","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","5","20","7.5","10","10","5","5","5","0","NO","NO","YES","YES","NO","NO","NO","NA"
"Iran","Romania","Original","2001","2008","In Force","0.39","0.35","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","8","8","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Russia","Original","1998","2003","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","7.5","7.5","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Iran","Serbia","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Slovakia","Original","2016","2019","In Force","0.31","0.22","0.59","0.13","0.35","6","YES","6","NO","NO","NO","NO","NO","NO","NO","NO","5","","5","5","5","7.5","7.5","7.5","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Iran","Slovenia","Original","2011","2015","In Force","0.35","0.21","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","South Africa","Original","1997","1999","In Force","0.46","0.31","0.69","0.38","0.47","12","YES","6","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Spain","Original","2003","2007","In Force","0.21","0.2","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","10","7.5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Sri Lanka","Original","2000","2002","In Force","0.54","0.35","0.69","0.57","0.56","12","YES","NO","NO","NO","YES","NO","YES","YES","NO","YES","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","","NO","NO","NA"
"Iran","Sudan","Original","2004","2010","In Force","0.35","0.24","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","20","10","7","7","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Switzerland","Original","2002","2004","In Force","0.27","0.25","0.31","0.25","0.24","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","15","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Syria","Original","1996","2002","In Force","0.41","0.43","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","10","10","17","17","17","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Tajikistan","Original","1998","2013","In Force","0.41","0.35","0.5","0.38","0.41","24","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Tunisia","Original","2001","2006","In Force","0.52","0.35","0.84","0.38","0.59","6","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Turkey","Original","2002","2006","In Force","0.35","0.47","0.47","0.13","0.29","6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","15","25","20","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Turkmenistan","Original","1995","2000","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","12","NO","NO","NO","YES","YES","NO","NO","NO","10","","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Ukraine","Original","1996","2002","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Uzbekistan","Original","2002","2005","In Force","0.37","0.29","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","8","","8","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Venezuela","Original","2005","2008","In Force","0.33","0.19","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","15","10","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Vietnam","Original","2014","2016","In Force","0.61","0.48","0.72","0.63","0.71","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","10","","10","10","10","10","10","10","8","YES","YES","YES","NO","YES","NO","NO","NA"
"Iraq","Egypt","Multilateral","1973","1975","In Force","0.43","0.75","0.22","0.33","0.27","6","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","YES","YES","NO","","","NO","NA"
"Iraq","Egypt","Multilateral","1973","1975","In Force","0.43","0.75","0.22","0.33","0.27","6","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","YES","YES","NO","","","NO","NA"
"Ireland","Vietnam","Original","2008","2009","In Force","0.68","0.44","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","70","10","10","10","15","15","0","7.5","YES","NO","YES","NO","YES","NO","NO","NA"
"Ireland","Mexico","Original","1998","1999","In Force","0.47","0.31","0.47","0.63","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","10","10","10","5","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Ireland","North Macedonia","Original","2008","2010","In Force","0.09","0.09","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Moldova","Original","2009","2011","In Force","0.22","0.19","0.34","0.13","0.24","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Morocco","Original","2010","2012","In Force","0.56","0.48","0.59","0.63","0.65","6","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","6","25","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
"Ireland","Uzbekistan","Original","2012","2014","In Force","0.14","0.22","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Thailand","Original","2013","2016","In Force","0.46","0.41","0.47","0.5","0.47","6","YES","6","YES","YES","NO","NO","YES","NO","NO","YES","10","","10","15","10","15","5","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ireland","Zambia","Original","2015","2016","In Force","0.31","0.34","0.47","0.13","0.29","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","7.5","","7.5","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Ireland","South Africa","Amended by protocol","2010","2013","In Force","0.18","0.09","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Ireland","Pakistan","Amended by MLI","2017","2021","In Force","0.48","0.47","0.47","0.5","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","25","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","PPT"
